Player ID,Timestamps,Hours Played,Money Spent ($),Criminal Score,Missions Completed,Player Rank,Team Affiliation,VIP Status,Cash on Hand ($),Sync Stability (%),Quest Exploit Score,Player Level,Dark Market Transactions,Transaction Amount ($),Neural Link Stability (%)
P0879,2025-02-16 13:04:02,193,7828,5,39,Stellar Scout,Lone Wolf,No,5930,93.4,977,Celestial Vanguard,NeonShifter,3815,69.1
P0880,2025-02-15 21:51:05,494,24,5,440,Solar Admiral,Shadow Collective,No,130,61.5,199,Cosmic Initiate,Error404,103,49.0
P0881,2025-02-17 09:52:08,170,9342,3,110,Nebula Novice,Shadow Collective,No,9876,90.4,590,Quantum Sovereign,GlitchChip,8079,70.7
P0882,2025-02-17 19:51:29,206,4765,3,52,Interstellar Agent,Cyber Sentinels,No,3147,98.5,378,Quantum Sovereign,GlitchChip,6727,82.6
P0883,2025-02-15 05:13:43,291,10393,0,136,Cosmic Ensign,Shadow Collective,No,6834,95.5,359,Quantum Sovereign,Error404,4280,92.7
P0884,2025-02-15 14:48:38,257,15737,2,33,Stellar Scout,Lone Wolf,No,14580,86.9,714,Celestial Vanguard,DataDrifter,3397,90.8
P0885,2025-02-15 02:05:16,158,12399,5,35,Interstellar Agent,Lone Wolf,No,2409,93.4,493,Celestial Vanguard,PixelPirate,7512,78.4
P0886,2025-02-16 19:40:29,156,14561,3,59,Nebula Novice,Cyber Sentinels,No,12732,90.9,546,Celestial Vanguard,NeonShifter,625,65.4
P0887,2025-02-17 13:49:28,84,8214,2,298,Nebula Novice,Cyber Sentinels,No,3920,95.9,733,Quantum Sovereign,DataDrifter,6997,79.5
P0888,2025-02-16 20:56:34,74,16543,3,56,Cosmic Ensign,Cyber Sentinels,No,5023,97.2,423,Celestial Vanguard,QuantumBreaker,540,84.7
P0889,2025-02-15 15:23:08,269,12483,0,254,Cosmic Ensign,Shadow Collective,No,7615,98.2,443,Celestial Vanguard,RealityBender,1902,82.0
P0890,2025-02-15 17:56:14,82,13439,1,54,Cosmic Ensign,Lone Wolf,No,6748,98.4,948,Celestial Vanguard,CyberWraith,9646,90.3
P0891,2025-02-16 22:33:24,225,15374,3,154,Nebula Novice,Shadow Collective,No,931,88.2,860,Celestial Vanguard,RealityBender,3031,89.7
P0892,2025-02-16 00:21:33,236,7825,2,167,Cosmic Ensign,Lone Wolf,No,2804,87.7,848,Starborne Operative,Error404,113,72.0
P0893,2025-02-17 06:58:46,109,3166,2,204,Cosmic Ensign,Shadow Collective,No,11899,86.3,793,Celestial Vanguard,Error404,3343,66.0
P0894,2025-02-15 06:45:25,489,38,8,434,Universal Archon,Shadow Collective,No,162,48.5,0,Cosmic Initiate,CyberWraith,53,57.5
P0895,2025-02-15 20:46:59,176,15268,3,68,Stellar Scout,Cyber Sentinels,No,13679,90.6,352,Starborne Operative,GlitchChip,8880,79.2
P0896,2025-02-15 17:42:35,426,38,5,383,Interstellar Agent,Shadow Collective,No,128,49.2,0,Galactic Cadet,GlitchChip,76,68.4
P0897,2025-02-15 01:04:35,190,3543,4,253,Nebula Novice,Cyber Sentinels,No,7141,94.5,627,Celestial Vanguard,QuantumBreaker,2211,73.2
P0898,2025-02-16 09:04:10,154,18954,5,21,Stellar Scout,Shadow Collective,No,11256,88.0,373,Celestial Vanguard,QuantumBreaker,3036,88.3
P0899,2025-02-15 14:17:06,404,4,6,349,Interstellar Agent,Shadow Collective,No,257,57.3,0,Galactic Cadet,RealityBender,133,67.5
P0900,2025-02-15 10:03:23,239,4131,0,168,Stellar Scout,Cyber Sentinels,No,8370,85.6,622,Starborne Operative,QuantumBreaker,5338,89.5
P0901,2025-02-16 17:14:35,412,26,8,363,Galactic Commander,Shadow Collective,No,265,45.6,0,Cosmic Initiate,CyberWraith,59,40.9
P0902,2025-02-15 23:15:59,300,5275,1,110,Nebula Novice,Shadow Collective,No,11231,85.4,979,Quantum Sovereign,Error404,859,94.0
P0903,2025-02-15 08:17:30,115,18504,2,127,Stellar Scout,Lone Wolf,No,4232,94.6,672,Starborne Operative,ByteBandit,6306,98.2
P0904,2025-02-15 08:30:03,90,8971,5,150,Cosmic Ensign,Shadow Collective,No,5960,86.9,611,Starborne Operative,ByteBandit,6649,71.9
P0905,2025-02-17 10:33:24,163,15031,0,108,Cosmic Ensign,Lone Wolf,No,7535,87.9,478,Quantum Sovereign,RealityBender,9657,98.0
P0906,2025-02-15 18:01:25,166,16517,5,144,Cosmic Ensign,Lone Wolf,No,10936,94.4,481,Quantum Sovereign,GhostCoder,3901,74.2
P0907,2025-02-17 12:47:28,135,6818,3,226,Cosmic Ensign,Shadow Collective,No,1586,89.0,699,Starborne Operative,CyberWraith,4135,94.9
P0908,2025-02-16 13:12:08,453,27,7,326,Solar Admiral,Shadow Collective,No,189,48.8,0,Galactic Cadet,GlitchChip,123,66.3
P0909,2025-02-17 08:36:45,119,13904,3,182,Stellar Scout,Shadow Collective,No,10011,95.5,717,Starborne Operative,Error404,9134,95.5
P0910,2025-02-17 06:27:47,124,7637,5,218,Interstellar Agent,Lone Wolf,No,2191,90.1,383,Starborne Operative,GhostCoder,6954,98.0
P0911,2025-02-17 06:14:43,288,8359,2,158,Stellar Scout,Lone Wolf,No,9487,89.9,739,Starborne Operative,Error404,528,76.5
P0912,2025-02-15 07:22:26,187,5820,2,260,Stellar Scout,Lone Wolf,No,12934,93.2,973,Starborne Operative,PixelPirate,1675,74.2
P0913,2025-02-15 16:21:18,178,3729,0,221,Stellar Scout,Lone Wolf,No,978,88.7,809,Starborne Operative,GhostCoder,2243,75.2
P0914,2025-02-16 10:20:08,248,1133,0,160,Interstellar Agent,Shadow Collective,No,12158,85.3,443,Celestial Vanguard,QuantumBreaker,9501,68.3
P0915,2025-02-15 09:35:54,300,10354,3,120,Cosmic Ensign,Shadow Collective,No,5797,94.6,447,Quantum Sovereign,Error404,2794,75.5
P0916,2025-02-17 03:09:24,242,14286,1,117,Nebula Novice,Shadow Collective,No,10085,97.9,902,Quantum Sovereign,QuantumBreaker,285,68.6
P0917,2025-02-17 11:45:30,179,3618,5,76,Stellar Scout,Lone Wolf,No,6779,95.8,880,Celestial Vanguard,GlitchChip,6817,78.1
P0918,2025-02-17 00:57:02,487,36,6,355,Solar Admiral,Shadow Collective,No,56,41.3,55,Cosmic Initiate,CyberWraith,196,40.8
P0919,2025-02-16 05:13:32,113,19601,4,159,Nebula Novice,Cyber Sentinels,No,4294,89.1,578,Starborne Operative,GhostCoder,6969,93.3
P0920,2025-02-16 23:49:33,294,9966,4,71,Cosmic Ensign,Cyber Sentinels,No,9437,97.0,571,Starborne Operative,RealityBender,1265,94.6
P0921,2025-02-16 11:56:40,59,3421,2,298,Nebula Novice,Cyber Sentinels,No,5135,93.7,904,Quantum Sovereign,GlitchChip,508,61.9
P0922,2025-02-15 22:41:11,286,6293,0,97,Interstellar Agent,Shadow Collective,No,7122,98.7,333,Quantum Sovereign,GlitchChip,9966,61.6
P0923,2025-02-15 21:15:40,498,13,7,428,Solar Admiral,Shadow Collective,No,133,75.5,107,Galactic Cadet,GlitchChip,69,52.8
P0924,2025-02-17 02:38:04,221,4151,3,71,Stellar Scout,Lone Wolf,No,1808,89.9,792,Starborne Operative,GlitchChip,8218,64.6
P0925,2025-02-17 15:51:15,490,7,9,474,Solar Admiral,Shadow Collective,No,418,40.6,0,Galactic Cadet,RealityBender,91,69.1
P0926,2025-02-16 13:55:12,217,3892,2,67,Nebula Novice,Cyber Sentinels,No,8026,97.8,606,Celestial Vanguard,NeonShifter,8039,97.4
P0927,2025-02-15 05:28:02,205,7983,3,263,Cosmic Ensign,Shadow Collective,No,14593,91.4,919,Starborne Operative,DataDrifter,9178,91.5
P0928,2025-02-15 05:48:10,481,32,7,457,Interstellar Agent,Shadow Collective,No,194,44.9,146,Cosmic Initiate,GlitchChip,88,43.6
P0929,2025-02-15 20:40:38,69,8781,0,191,Stellar Scout,Shadow Collective,Yes,10278,95.0,977,Starborne Operative,PixelPirate,1188,76.3
P0930,2025-02-15 18:26:33,136,6479,2,109,Interstellar Agent,Lone Wolf,No,1729,85.0,948,Celestial Vanguard,QuantumBreaker,8071,88.8
P0931,2025-02-15 04:44:00,169,18786,4,161,Cosmic Ensign,Shadow Collective,No,5125,92.6,912,Starborne Operative,RealityBender,601,74.8
P0932,2025-02-16 19:01:27,229,12165,3,251,Cosmic Ensign,Lone Wolf,No,3911,90.5,816,Celestial Vanguard,NeonShifter,3118,77.9
P0933,2025-02-17 04:44:59,419,25,8,334,Solar Admiral,Shadow Collective,No,13,50.4,243,Cosmic Initiate,RealityBender,71,48.8
P0934,2025-02-16 23:36:58,78,8290,0,213,Interstellar Agent,Cyber Sentinels,No,13401,95.5,755,Starborne Operative,RealityBender,156,98.7
P0935,2025-02-17 23:23:43,154,18743,4,50,Cosmic Ensign,Cyber Sentinels,No,9286,87.1,783,Celestial Vanguard,NeonShifter,3248,80.1
P0936,2025-02-15 08:06:22,484,11,6,358,Galactic Commander,Shadow Collective,No,92,47.0,0,Cosmic Initiate,CyberWraith,170,49.8
P0937,2025-02-15 11:19:35,141,10737,0,20,Cosmic Ensign,Cyber Sentinels,Yes,12809,93.3,763,Quantum Sovereign,GlitchChip,3838,74.9
P0938,2025-02-17 08:55:32,414,16,7,470,Interstellar Agent,Shadow Collective,No,484,71.0,0,Galactic Cadet,GlitchChip,92,63.0
P0939,2025-02-16 14:38:16,286,1250,3,168,Nebula Novice,Lone Wolf,No,11393,90.4,801,Quantum Sovereign,RealityBender,9910,90.4
P0940,2025-02-16 14:10:13,82,18709,0,57,Nebula Novice,Shadow Collective,No,5213,98.7,637,Starborne Operative,QuantumBreaker,1364,84.5
P0941,2025-02-17 15:28:01,251,17729,0,154,Cosmic Ensign,Shadow Collective,No,13605,91.8,943,Starborne Operative,ByteBandit,696,67.0
P0942,2025-02-16 22:43:00,192,8316,0,217,Stellar Scout,Shadow Collective,No,9662,94.6,325,Quantum Sovereign,DataDrifter,7712,82.3
P0943,2025-02-17 08:17:45,418,7,6,469,Universal Archon,Shadow Collective,No,469,76.2,206,Cosmic Initiate,CyberWraith,134,56.6
P0944,2025-02-17 21:44:47,176,13192,4,176,Nebula Novice,Lone Wolf,No,3556,93.6,300,Celestial Vanguard,Error404,7143,82.7
P0945,2025-02-15 03:33:22,141,6020,4,298,Interstellar Agent,Cyber Sentinels,No,12425,85.7,639,Celestial Vanguard,GhostCoder,4041,69.3
P0946,2025-02-17 07:03:39,163,2416,0,224,Cosmic Ensign,Cyber Sentinels,No,2027,98.9,728,Quantum Sovereign,ByteBandit,1232,72.0
P0947,2025-02-17 17:27:26,85,12721,1,30,Cosmic Ensign,Cyber Sentinels,No,7028,94.2,464,Quantum Sovereign,Error404,6617,71.8
P0948,2025-02-15 21:56:22,264,17347,1,185,Nebula Novice,Lone Wolf,No,3517,88.6,444,Celestial Vanguard,NeonShifter,3583,72.1
P0949,2025-02-15 00:20:49,120,3621,3,84,Cosmic Ensign,Cyber Sentinels,No,6103,88.7,707,Quantum Sovereign,GlitchChip,5467,81.4
P0950,2025-02-15 22:57:40,266,1943,3,109,Interstellar Agent,Lone Wolf,No,744,87.4,468,Celestial Vanguard,GhostCoder,1106,69.6
P0951,2025-02-17 07:33:06,218,5731,4,193,Cosmic Ensign,Shadow Collective,No,4141,97.7,629,Quantum Sovereign,ByteBandit,2382,81.0
P0952,2025-02-15 16:28:58,402,9,9,411,Universal Archon,Shadow Collective,No,451,67.6,226,Cosmic Initiate,RealityBender,174,48.9
P0953,2025-02-15 11:25:49,262,5293,0,174,Nebula Novice,Shadow Collective,No,13100,87.7,422,Celestial Vanguard,DataDrifter,9772,67.0
P0954,2025-02-16 05:34:21,103,16559,0,222,Stellar Scout,Cyber Sentinels,No,12812,85.5,520,Starborne Operative,DataDrifter,9707,66.3
P0955,2025-02-15 03:17:17,249,12740,0,114,Stellar Scout,Cyber Sentinels,No,11500,93.8,408,Quantum Sovereign,DataDrifter,4089,68.5
P0956,2025-02-16 21:04:25,204,16965,0,51,Nebula Novice,Cyber Sentinels,No,3511,95.6,963,Celestial Vanguard,PixelPirate,1729,75.1
P0957,2025-02-15 13:24:48,146,10200,5,272,Nebula Novice,Lone Wolf,No,6298,99.5,616,Starborne Operative,GhostCoder,9592,99.9
P0958,2025-02-17 11:07:13,108,1015,2,196,Stellar Scout,Cyber Sentinels,No,1857,99.4,966,Quantum Sovereign,GhostCoder,7726,96.6
P0959,2025-02-16 14:55:09,122,11862,3,168,Interstellar Agent,Lone Wolf,No,4515,91.7,421,Quantum Sovereign,QuantumBreaker,5879,67.8
P0960,2025-02-16 20:43:49,76,3630,5,251,Interstellar Agent,Shadow Collective,No,12157,91.4,359,Celestial Vanguard,NeonShifter,7815,85.9
P0961,2025-02-17 07:19:01,82,1868,4,101,Nebula Novice,Lone Wolf,No,8311,93.2,716,Quantum Sovereign,GlitchChip,1080,66.2
P0962,2025-02-15 17:54:22,414,26,8,460,Universal Archon,Shadow Collective,Yes,322,73.0,104,Galactic Cadet,GlitchChip,84,44.5
P0963,2025-02-17 01:48:14,188,12656,4,99,Nebula Novice,Cyber Sentinels,No,10916,92.8,591,Quantum Sovereign,ByteBandit,6123,76.6
P0964,2025-02-17 18:22:54,71,10373,1,179,Stellar Scout,Cyber Sentinels,Yes,12729,88.7,644,Starborne Operative,Error404,8912,82.6
P0965,2025-02-17 02:44:45,431,45,10,318,Galactic Commander,Shadow Collective,No,223,53.8,257,Galactic Cadet,Error404,103,43.8
P0966,2025-02-16 10:51:40,187,9449,0,271,Stellar Scout,Lone Wolf,No,6111,93.6,649,Starborne Operative,ByteBandit,2384,61.6
P0967,2025-02-15 07:09:44,220,1993,3,200,Stellar Scout,Lone Wolf,No,5297,87.8,755,Starborne Operative,CyberWraith,1142,92.2
P0968,2025-02-16 11:31:27,121,11352,2,132,Stellar Scout,Shadow Collective,No,6487,95.1,621,Celestial Vanguard,Error404,7788,99.1
P0969,2025-02-15 18:56:44,180,10617,4,238,Stellar Scout,Cyber Sentinels,No,13642,93.7,676,Starborne Operative,RealityBender,5127,76.3
P0970,2025-02-15 10:03:19,295,14542,4,86,Interstellar Agent,Shadow Collective,No,5969,97.9,446,Quantum Sovereign,RealityBender,7009,90.6
P0971,2025-02-17 06:39:49,156,17128,1,138,Cosmic Ensign,Lone Wolf,Yes,7722,93.8,520,Celestial Vanguard,QuantumBreaker,2368,62.9
P0972,2025-02-16 17:54:31,455,43,7,301,Galactic Commander,Shadow Collective,No,100,51.7,0,Cosmic Initiate,CyberWraith,138,69.2
P0973,2025-02-17 04:39:00,269,5487,2,79,Cosmic Ensign,Lone Wolf,No,8019,85.4,535,Quantum Sovereign,Error404,8778,65.4
P0974,2025-02-15 21:18:24,224,5719,1,118,Interstellar Agent,Lone Wolf,No,3056,95.4,881,Quantum Sovereign,QuantumBreaker,5288,62.6
P0975,2025-02-17 19:10:35,152,15590,0,222,Stellar Scout,Shadow Collective,No,11492,87.1,832,Celestial Vanguard,DataDrifter,171,64.5
P0976,2025-02-17 23:58:33,419,2,5,484,Solar Admiral,Shadow Collective,No,137,45.1,278,Cosmic Initiate,GlitchChip,104,52.7
P0977,2025-02-16 08:52:01,147,1751,4,105,Interstellar Agent,Shadow Collective,No,10955,86.3,511,Celestial Vanguard,RealityBender,5597,85.6
P0978,2025-02-15 18:26:13,123,15249,4,88,Nebula Novice,Lone Wolf,No,7369,89.2,353,Starborne Operative,DataDrifter,2485,70.5
P0979,2025-02-16 02:54:46,73,19478,1,211,Nebula Novice,Lone Wolf,No,14829,85.0,410,Celestial Vanguard,QuantumBreaker,6514,64.4
P0980,2025-02-16 01:07:14,185,2966,4,44,Stellar Scout,Lone Wolf,No,9954,94.6,336,Celestial Vanguard,QuantumBreaker,1216,62.5
P0981,2025-02-15 04:28:25,66,12421,3,217,Cosmic Ensign,Cyber Sentinels,No,14158,90.0,834,Quantum Sovereign,GlitchChip,4596,80.6
P0982,2025-02-15 15:49:08,167,11476,2,278,Nebula Novice,Cyber Sentinels,Yes,10972,85.2,712,Quantum Sovereign,CyberWraith,6349,71.3
P0983,2025-02-15 08:00:33,258,15771,4,154,Nebula Novice,Cyber Sentinels,No,10464,85.6,773,Quantum Sovereign,GlitchChip,6732,95.9
P0984,2025-02-16 14:23:00,215,7691,3,72,Interstellar Agent,Cyber Sentinels,No,8953,98.9,734,Quantum Sovereign,PixelPirate,1948,63.4
P0985,2025-02-16 17:35:59,262,13628,3,202,Stellar Scout,Lone Wolf,No,7280,86.0,342,Quantum Sovereign,CyberWraith,560,73.3
P0986,2025-02-17 23:17:29,145,7212,2,202,Nebula Novice,Lone Wolf,No,5860,91.6,453,Quantum Sovereign,CyberWraith,4145,74.6
P0987,2025-02-15 17:26:01,198,17684,1,164,Stellar Scout,Shadow Collective,No,2826,86.4,793,Celestial Vanguard,ByteBandit,809,62.7
P0988,2025-02-16 00:02:53,118,14936,3,300,Interstellar Agent,Lone Wolf,No,570,97.2,507,Starborne Operative,NeonShifter,8544,73.6
P0989,2025-02-15 11:28:31,168,6857,3,216,Interstellar Agent,Lone Wolf,No,11106,88.3,624,Starborne Operative,CyberWraith,1103,66.6
P0990,2025-02-15 09:09:32,144,10824,3,74,Stellar Scout,Cyber Sentinels,No,8153,97.3,307,Quantum Sovereign,Error404,7831,65.0
P0991,2025-02-17 04:34:43,213,15964,1,105,Interstellar Agent,Shadow Collective,No,12737,99.3,418,Starborne Operative,ByteBandit,4892,65.6
P0992,2025-02-15 09:20:25,173,17513,3,121,Nebula Novice,Lone Wolf,Yes,7751,98.6,449,Starborne Operative,RealityBender,2419,88.7
P0993,2025-02-15 20:17:28,437,44,7,425,Galactic Commander,Shadow Collective,No,493,42.1,247,Galactic Cadet,Error404,74,62.7
P0994,2025-02-17 12:44:45,232,14998,0,263,Nebula Novice,Shadow Collective,No,10492,91.5,708,Celestial Vanguard,GhostCoder,6763,71.8
P0995,2025-02-16 20:13:08,224,13374,4,140,Stellar Scout,Shadow Collective,No,763,85.3,675,Starborne Operative,NeonShifter,4712,97.8
P0996,2025-02-17 23:49:42,224,12944,1,254,Stellar Scout,Lone Wolf,No,14226,86.3,377,Celestial Vanguard,DataDrifter,317,78.3
P0997,2025-02-16 02:20:55,172,8970,3,45,Nebula Novice,Shadow Collective,No,10994,93.8,384,Celestial Vanguard,RealityBender,1675,61.8
P0998,2025-02-16 04:54:22,282,5960,3,24,Nebula Novice,Lone Wolf,Yes,7075,90.2,885,Quantum Sovereign,DataDrifter,4386,93.8
P0999,2025-02-17 18:14:41,166,19229,1,132,Cosmic Ensign,Shadow Collective,No,12193,88.1,803,Starborne Operative,Error404,3162,64.3
P1000,2025-02-16 17:32:21,195,3991,2,216,Stellar Scout,Lone Wolf,No,7269,99.8,696,Celestial Vanguard,DataDrifter,2652,60.9
P1001,2025-02-15 15:07:19,463,45,6,468,Universal Archon,Shadow Collective,No,74,71.1,0,Galactic Cadet,CyberWraith,117,65.7
P1002,2025-02-16 19:07:33,234,17320,5,85,Cosmic Ensign,Cyber Sentinels,Yes,1063,95.3,991,Quantum Sovereign,NeonShifter,440,81.8
P1003,2025-02-17 00:21:22,438,43,10,396,Interstellar Agent,Shadow Collective,No,301,41.0,143,Cosmic Initiate,GlitchChip,176,66.3
P1004,2025-02-16 05:10:26,101,2868,5,121,Stellar Scout,Shadow Collective,No,14344,94.8,522,Celestial Vanguard,Error404,3389,92.5
P1005,2025-02-15 06:30:38,64,2235,4,46,Stellar Scout,Cyber Sentinels,No,9036,86.7,303,Celestial Vanguard,ByteBandit,834,66.9
P1006,2025-02-16 22:52:21,109,12007,5,162,Nebula Novice,Shadow Collective,No,10332,96.3,939,Quantum Sovereign,RealityBender,3870,62.0
P1007,2025-02-15 19:06:55,212,15532,3,237,Nebula Novice,Cyber Sentinels,No,6953,87.6,958,Starborne Operative,ByteBandit,1449,65.6
P1008,2025-02-15 09:59:01,159,18036,0,198,Cosmic Ensign,Shadow Collective,No,4701,96.5,303,Celestial Vanguard,DataDrifter,1306,99.7
P1009,2025-02-17 14:51:13,59,12431,5,300,Stellar Scout,Lone Wolf,No,4506,85.1,927,Celestial Vanguard,GhostCoder,3422,84.2
P1010,2025-02-16 21:03:17,300,5571,0,83,Cosmic Ensign,Cyber Sentinels,No,10435,88.5,717,Quantum Sovereign,CyberWraith,571,90.3
P1011,2025-02-15 07:33:42,174,14996,3,70,Interstellar Agent,Shadow Collective,No,2552,94.9,855,Starborne Operative,PixelPirate,3969,77.3
P1012,2025-02-16 14:17:58,220,12715,0,64,Interstellar Agent,Lone Wolf,No,7078,87.6,462,Starborne Operative,PixelPirate,7182,77.4
P1013,2025-02-16 13:28:51,181,1366,4,119,Interstellar Agent,Lone Wolf,No,6974,99.8,632,Starborne Operative,NeonShifter,9116,96.7
P1014,2025-02-16 19:51:10,232,18621,4,20,Interstellar Agent,Shadow Collective,No,4462,97.1,879,Quantum Sovereign,GlitchChip,2321,72.9
P1015,2025-02-16 21:19:41,169,5990,3,185,Interstellar Agent,Shadow Collective,No,9495,97.6,870,Celestial Vanguard,ByteBandit,503,72.7
P1016,2025-02-17 19:18:13,490,19,5,497,Universal Archon,Shadow Collective,No,484,71.2,0,Cosmic Initiate,RealityBender,85,57.7
P1017,2025-02-17 21:06:15,272,13991,2,67,Interstellar Agent,Cyber Sentinels,No,14287,99.7,838,Celestial Vanguard,RealityBender,1018,94.9
P1018,2025-02-16 02:17:29,51,7017,2,158,Stellar Scout,Lone Wolf,No,9694,97.5,803,Celestial Vanguard,GhostCoder,915,85.1
P1019,2025-02-16 22:47:23,418,38,6,304,Interstellar Agent,Shadow Collective,No,449,46.0,32,Galactic Cadet,RealityBender,176,48.3
P1020,2025-02-16 17:37:26,55,14156,5,196,Stellar Scout,Cyber Sentinels,No,14442,87.8,919,Starborne Operative,GlitchChip,9288,60.6
P1021,2025-02-15 12:14:39,53,17334,5,120,Nebula Novice,Cyber Sentinels,No,13369,87.6,694,Quantum Sovereign,PixelPirate,2375,70.4
P1022,2025-02-17 10:36:47,143,8838,3,167,Nebula Novice,Lone Wolf,No,8607,98.3,394,Quantum Sovereign,QuantumBreaker,5098,75.6
P1023,2025-02-17 00:18:11,144,14369,5,273,Cosmic Ensign,Cyber Sentinels,No,9392,98.5,513,Celestial Vanguard,QuantumBreaker,4247,97.6
P1024,2025-02-15 15:56:15,235,3149,2,214,Interstellar Agent,Lone Wolf,No,11357,97.3,662,Quantum Sovereign,DataDrifter,4485,80.3
P1025,2025-02-17 09:16:29,239,8492,5,200,Interstellar Agent,Lone Wolf,No,7323,97.5,521,Celestial Vanguard,PixelPirate,5010,80.7
P1026,2025-02-15 17:30:03,270,16096,3,206,Interstellar Agent,Cyber Sentinels,No,10477,89.4,462,Quantum Sovereign,PixelPirate,9289,68.7
P1027,2025-02-17 12:22:29,126,8990,5,240,Cosmic Ensign,Lone Wolf,Yes,889,96.4,612,Celestial Vanguard,RealityBender,6017,99.8
P1028,2025-02-15 02:19:17,186,9819,3,257,Stellar Scout,Lone Wolf,No,1337,91.9,587,Starborne Operative,Error404,3313,82.7
P1029,2025-02-17 02:44:59,108,17057,1,181,Cosmic Ensign,Lone Wolf,No,6158,95.0,304,Starborne Operative,ByteBandit,568,62.5
P1030,2025-02-15 10:01:39,139,4602,2,39,Stellar Scout,Lone Wolf,No,579,89.5,651,Starborne Operative,NeonShifter,9313,63.8
P1031,2025-02-15 15:16:16,276,3121,1,257,Cosmic Ensign,Lone Wolf,No,11715,88.5,529,Celestial Vanguard,Error404,5516,67.5
P1032,2025-02-17 10:04:16,281,4295,0,92,Stellar Scout,Lone Wolf,No,978,89.1,470,Celestial Vanguard,CyberWraith,3125,95.4
P1033,2025-02-17 11:30:01,191,15225,5,214,Stellar Scout,Lone Wolf,No,11836,85.8,672,Celestial Vanguard,DataDrifter,8759,67.7
P1034,2025-02-17 04:03:29,139,10586,2,61,Cosmic Ensign,Lone Wolf,No,1171,97.0,940,Starborne Operative,Error404,3903,73.0
P1035,2025-02-15 05:42:30,280,10975,2,203,Cosmic Ensign,Lone Wolf,No,7934,95.5,727,Starborne Operative,GhostCoder,3155,81.8
P1036,2025-02-15 07:50:20,101,9108,3,148,Interstellar Agent,Cyber Sentinels,No,2800,97.7,983,Celestial Vanguard,GhostCoder,6236,98.5
P1037,2025-02-17 04:21:58,272,6465,3,151,Nebula Novice,Cyber Sentinels,No,970,92.7,838,Starborne Operative,ByteBandit,7342,75.7
P1038,2025-02-15 01:01:40,288,2940,3,139,Nebula Novice,Lone Wolf,No,4440,85.3,540,Quantum Sovereign,Error404,5605,98.0
P1039,2025-02-16 07:44:09,290,2943,2,191,Nebula Novice,Lone Wolf,No,10585,97.3,852,Starborne Operative,NeonShifter,6961,77.6
P1040,2025-02-17 01:16:32,292,6676,1,163,Stellar Scout,Lone Wolf,No,9193,99.4,615,Quantum Sovereign,CyberWraith,1581,86.3
P1041,2025-02-16 23:20:49,87,13101,4,144,Interstellar Agent,Shadow Collective,No,14574,95.2,866,Starborne Operative,DataDrifter,1854,69.9
P1042,2025-02-15 09:38:57,246,13159,3,213,Interstellar Agent,Cyber Sentinels,No,1547,86.7,639,Celestial Vanguard,Error404,497,89.9
P1043,2025-02-16 21:46:52,279,3787,4,123,Cosmic Ensign,Cyber Sentinels,No,10576,90.6,386,Starborne Operative,NeonShifter,9688,79.4
P1044,2025-02-15 08:38:37,77,11508,0,228,Stellar Scout,Lone Wolf,No,11528,99.0,919,Starborne Operative,PixelPirate,5666,92.4
P1045,2025-02-17 18:14:32,269,6299,4,77,Interstellar Agent,Cyber Sentinels,No,1866,96.2,815,Celestial Vanguard,DataDrifter,2649,66.3
P1046,2025-02-16 19:13:55,151,19586,0,184,Interstellar Agent,Cyber Sentinels,No,7629,96.7,416,Starborne Operative,CyberWraith,2343,82.6
P1047,2025-02-17 01:41:38,50,15485,5,169,Cosmic Ensign,Lone Wolf,No,14270,95.9,682,Starborne Operative,RealityBender,4266,71.0
P1048,2025-02-15 03:43:20,422,1,6,498,Universal Archon,Shadow Collective,No,266,49.8,0,Cosmic Initiate,GlitchChip,129,59.1
P1049,2025-02-17 16:06:57,476,21,9,402,Universal Archon,Shadow Collective,No,24,49.5,139,Cosmic Initiate,GlitchChip,119,52.2
P1050,2025-02-17 02:13:40,139,10751,5,55,Stellar Scout,Cyber Sentinels,No,9375,92.6,345,Starborne Operative,DataDrifter,9102,86.6
P1051,2025-02-16 08:30:22,62,11275,0,144,Stellar Scout,Shadow Collective,No,2147,93.2,463,Starborne Operative,RealityBender,1714,69.4
P1052,2025-02-16 23:52:48,142,8734,1,36,Stellar Scout,Lone Wolf,No,14942,96.3,696,Quantum Sovereign,GlitchChip,6835,68.9
P1053,2025-02-17 13:14:48,468,37,10,470,Interstellar Agent,Shadow Collective,No,359,59.2,0,Galactic Cadet,RealityBender,169,62.5
P1054,2025-02-16 19:08:43,215,16928,3,266,Stellar Scout,Cyber Sentinels,Yes,6293,86.9,563,Quantum Sovereign,GlitchChip,925,98.7
P1055,2025-02-17 18:30:22,414,28,6,368,Solar Admiral,Shadow Collective,No,14,71.8,164,Cosmic Initiate,GlitchChip,105,53.8
P1056,2025-02-16 14:31:36,245,4608,4,61,Cosmic Ensign,Lone Wolf,No,4752,99.0,730,Quantum Sovereign,GhostCoder,2422,84.7
P1057,2025-02-16 01:03:28,260,4764,4,115,Interstellar Agent,Shadow Collective,No,4371,91.6,1000,Starborne Operative,ByteBandit,8299,76.6
P1058,2025-02-15 10:17:38,111,12612,3,74,Stellar Scout,Lone Wolf,No,14085,90.7,751,Quantum Sovereign,DataDrifter,513,74.9
P1059,2025-02-16 12:00:08,75,7409,4,288,Interstellar Agent,Lone Wolf,No,1262,87.5,443,Starborne Operative,QuantumBreaker,6338,98.5
